indi_pt,count
ORTHOPAEDIC PROCEDURE,2
Penile repair,2
Ectopic thyroid,2
Biopsy adrenal gland abnormal,2
OPSOCLONUS MYOCLONUS,2
Polydactyly,2
Congenital corneal anomaly,2
Oesophagocardiomyotomy,2
CHAPLE syndrome,2
Colonoscopy normal,2
Alcoholic relative,2
Brain lesion,2
Lactose tolerance test,2
BACTERIAL PROSTATITIS,2
Sexual life impairment,2
Salivary gland atrophy,2
LATENT TUBERCULOSIS,2
Fat redistribution,2
Blood chromogranin A increased,2
 ALLERGY,2
ASTHMATIC ATTACK,2
Neovaginal perforation,2
Thromboembolism,2
Chemotherapy neurotoxicity attenuation,2
Occupational exposure to air contaminants,2
Tongue pruritus,2
SURGICAL FAILURE,2
Product reconstitution issue,2
Esophageal acid reflux,2
SPASTIC PARAPARESIS,2
Bursal fluid accumulation,2
Anxious parent,2
Swelling arm,2
Patient isolation,2
Perinatal stroke,2
Multiple lentigines syndrome,2
Red blood cell analysis abnormal,2
MENSTRUAL CRAMPS,2
Neurilemmoma benign,2
Prostatic calcification,2
Paranoid schizophrenia,2
Haptoglobin abnormal,2
Hepatic function disorder,2
 ACID REFLUX (ESOPHAGEAL),2
Immune effector cell encephalopathy score,2
Amylase,2
Ovarian lesion excision,2
Parenteral rehydration,2
Progressive macular hypomelanosis,2
Oedema neonatal,2
Spleen malformation,2
Infusion site anaesthesia,2
Parasympathetic nerve injury,2
Antasthmatic drug level below therapeutic,2
Pericardial operation,2
Child-Pugh-Turcotte score abnormal,2
Biopsy nasopharynx,2
Coating in mouth,2
FLU VACCINATION,2
Monkeypox immunisation,2
Zieve syndrome,2
Haemophilus influenzae infection,2
Device inappropriate shock delivery,2
Pain in face,2
Vascular access site inflammation,2
Eosinophilic rhinitis,2
Hemihypoaesthesia,2
DAYTIME SLEEPINESS,2
Morganella test positive,2
Bone prosthesis insertion,2
Muir-Torre syndrome,2
Transient cerebral ischaemia,2
Atopic cough,2
Prothrombin time ratio,2
Sinus disorder NOS,2
Norepinephrine decreased,2
Sex hormone binding globulin decreased,2
Megakaryocytes decreased,2
Biopsy blood vessel abnormal,2
Pouchitis infective,2
Escharotomy,2
SKIN RASH,2
Acquired asplenia,2
Platelet count low,2
Rubinstein-Taybi syndrome,2
Acute appendicitis,2
Uterine perforation,2
Very low density lipoprotein abnormal,2
Product ineffective,2
Vulvovaginal human papilloma virus infection,2
DYSFUNCTIONAL UTERINE BLEEDING,2
SPASTIC PARAPLEGIA,2
THYROIDECTOMY PARTIAL,2
Emesis,2
Natural killer T cell count,2
Central venous pressure,2
Sepsis associated acute kidney injury,2
Osteoporosis NOS,2
LAB TEST ABNORMAL,2
Irlen syndrome,2
Wrong strength,2
FOOT ULCER,2
LATERAL EPICONDYLITIS,2
Vital functions abnormal,2
BACTERIAL INFECTION DUE TO STAPHYLOCOCCUS AUREUS,2
Left ventricular end-diastolic pressure,2
HYPERTENSION  ARTERIAL,2
BRAIN STEM DISORDER,2
Amphetamines,2
HIV infection CDC group IV,2
Ocular procedural complication,2
Diabetic complication neurological,2
HYPOTENSION,2
Epididymal tenderness,2
Stauffer's syndrome,2
Nervous,2
Catheter site pruritus,2
Abdominal CAT,2
Electrocardiogram PR shortened,2
Influenza myocarditis,2
INJECTION SITE INFECTION,2
Fibromyalgia syndrome,2
Incorrect drug dosage form administered,2
PERIPHERAL NEUROPATHY,2
Donor site complication,2
Device damage,2
DEPRESSION SUICIDAL,2
White blood cell increased,2
CROHN'S COLITIS,2
Pulmonary artery stenosis congenital,2
Sciatic hernia,2
VESTIBULAR DISORDER,2
Ventricular remodeling,2
Throat pain,2
Nasal valve collapse,2
Bronchial infection,2
SHORTNESS OF BREATH,2
CIRCADIAN RHYTHM SLEEP DISORDER,2
Platelet function test,2
Application site cellulitis,2
Occupational problem environmental,2
Factor V Leiden heterozygote,2
Leptin level decreased,2
Uterine fibroid,2
Bleeding prophylaxis,2
WOUND,2
Estrogen low,2
Presbyoesophagus,2
VISUAL IMPAIRMENT,2
Hypochondrial pain,2
Medication residue present,2
Allergy to fermented products,2
Inflammation masked,2
Coronary angiograph,2
Blood creatine phosphokinase abnormal,2
Paradoxical pressor response,2
ASPERGILLOSIS,2
Thyroid calcification,2
Hand and foot syndrome,2
Branchial cyst,2
Lumbar spinal drainage complication,2
Comminuted fracture,2
Plasmin inhibitor,2
Postmenopausal osteopenia,2
Blood oestrogen normal,2
Chemotherapeutic drug level therapeutic,2
Cerebral decompression,2
Potassium wasting nephropathy,2
Venous angioplasty,2
Anti-platelet factor 4 antibody negative,2
Pelvic pouch procedure,1
CONGENITAL HEART DISEASE NOS,1
Swollen joint count increased,1
Ventricular outflow tract dredging,1
CELLULITIS STAPHYLOCOCCAL,1
LIPID METABOLISM DISORDER,1
Left-sided portal hypertension,1
VASCULAR GRAFT,1
Pneumocentesis,1
CORONARY THROMBOSIS,1
Hyponatraemic encephalopathy,1
Hemoptysis,1
Corneal endothelial cell loss,1
LYMPHANGIOGRAPH,1
Leukaemic infiltration renal,1
Aorto-bronchial fistula,1
NASOPHARYNGEAL LYMPHOEPITHELIOMA STAGE II,1
Catheter site ischaemia,1
Stomach lesion excision,1
CAR T-cell clonal expansion present,1
 IGA NEPHROPATHY,1
Adenosine deaminase abnormal,1
Megakaryocytes abnormal,1
No reaction on previous exposure to drug,1
Faeces pale,1
Coronary vascular graft stenosis,1
Postprandial hypotension,1
ORAL DISORDER,1
CELLULITIS OF ABDOMINAL WALL,1
VENA CAVA THROMBOSIS,1
Nasal odour,1
Ureteric calculus removal,1
SENSITIVITY OF GUMS,1
Ocular vaccinia virus infection,1
COLITIS ISCHAEMIC,1
Eczema facial,1
Candida test,1
AST increased,1
POLYCYTHAEMIA VERA,1
ALT increased,1
LUPUS VULGARIS,1
Nocturnal agitation,1
Fertility preservation,1
DISORDERS OF UREA CYCLE METABOLISM,1
Prophylaxis against diarrhea,1
Ovariocentesis,1
RETROVIRAL INFECTION,1
PERIPHERAL OEDEMA,1
 WOUND INFECTION,1
Anxiety reaction,1
Corynebacterium test positive,1
Otolaryngoscopy,1
Edema extremities,1
RADIOACTIVE IODINE THERAPY,1
Epiretinal membrane peel,1
Gonococcal heart disease,1
Conjunctival staining,1
PARKINSON'S DISEASE NOS,1
HOT FLUSH,1
FIBRINOGEN DECREASED,1
FLU-LIKE SYMPTOMS,1
Hepatic actinomycosis,1
Poor sucking reflex,1
Laryngeal cryptococcosis,1
Vocal cord augmentation,1
Arthritis helminthic,1
Periorbital eczema,1
ASTHENIA,1
Infant nutritional formula,1
Laryngeal leukoplakia,1
Artificial rupture of membranes,1
Incision site abscess,1
Ventriculo-cardiac shunt,1
PORTOPULMONARY HYPERTENSION,1
SICKLE CELL ANAEMIA,1
VIREMIA,1
METABOLIC DISORDER,1
Retinal fovea disorder,1
BARTONELLOSIS,1
Ear odour,1
Eye muscle operation,1
AGAMMAGLOBULINAEMIA,1
 ARTERIAL EMBOLISM NOS,1
Faecal occult blood positive,1
Placenta growth factor,1
Lipoprotein-associated phospholipase A2,1
TUBEROUS SCLEROSIS,1
MENTAL RETARDATION,1
Percutaneous transluminal septal myocardial ablation,1
Drug dose omission by device,1
SHOULDER DISLOCATION,1
Osteopoikilosis,1
Left ventricular assist device insertion,1
Spermatic cord inflammation,1
Rectal ultrasound,1
H2N2 influenza,1
Pulmonary venous hypertension,1
ECZEMATOUS RASH,1
Ventricular hyperexcitability,1
BACK DISORDER,1
Renal arteriosclerosis,1
Naprapathy,1
Enterococcus test,1
Second degree chemical burn of skin,1
TICK BITE,1
Noninfective encephalomyelitis,1
ACUTE ISCHEMIC STROKE,1
Iliac artery perforation,1
Corpora cavernosa surgery,1
POOR SLEEP,1
Chronic fatigue,1
Urethral cyst,1
Cerebrotendinous xanthomatosis,1
Computerised tomogram venography,1
Dry lung syndrome,1
Conjunctival operation,1
Encephalomyelitis viral,1
Laser surgery,1
 LLT,1
Barium double contrast normal,1
Exposure via grandfather,1
Spinal subdural haematoma,1
EPIGASTRIC PAIN,1
Ergotherapy,1
Blood testosterone free abnormal,1
POLYARTHRALGIA,1
Thyroxine free abnormal,1
Lyssavirus test positive,1
COMPUTERISED TOMOGRAM KIDNEY,1
Hernia diaphragmatic repair,1
Palliative radiation,1
Barium X-ray,1
Brain-lung-thyroid syndrome,1
Confusion postoperative,1
Familial acromegaly,1
Reexpansion pulmonary oedema,1
Bronchial aspiration procedure,1
 TOOTH DECAY,1
DRUG USE FOR  UNKNOWN INDICATION,1
 ENCEPHALOPATHY,1
Mauriac syndrome,1
Desquamative inflammatory vaginitis,1
H-ras gene mutation,1
Blood calcitonin abnormal,1
PANCOLITIS,1
Fowler's syndrome,1
Primary familial hypomagnesaemia,1
Plateletcrit increased,1
Lupoid hepatic cirrhosis,1
Endotoxaemia,1
Phacotrabeculectomy,1
CHOLANGITIS SCLEROSING,1
Manufacturing laboratory analytical testing issue,1
BLADDER INFLAMMATION,1
Eye paraesthesia,1
MUSCLE TIGHTNESS,1
Digital radiogram,1
LACUNAR INFARCTION,1
Nerve root injury thoracic,1
Radial pulse abnormal,1
Gastrointestinal basidiobolomycosis,1
Tooth crowding,1
SPINA BIFIDA,1
Pyruvate dehydrogenase complex deficiency,1
RADIATION PROCTITIS,1
Electrooculogram abnormal,1
TYROSINAEMIA TYPE I,1
Inner ear operation,1
Gastrocardiac syndrome,1
HEPATIC IMPAIRMENT,1
Rhinomanometry,1
SMALL BOWEL OBSTRUCTION,1
LEG FRACTURE,1
Manipulation,1
Oro-pharyngeal aspergillosis,1
 ACTINIC KERATOSIS,1
Probable e-cigarette or vaping product use associated lung injury,1
COMPUTERISED TOMOGRAM ABDOMEN,1
Application site bruise,1
CONGO-CRIMEAN HAEMORRHAGIC FEVER,1
Lipectomy,1
  ADHD,1
ANGINAL ATTACK,1
RADIOTHERAPY,1
Neonatal tachypnoea,1
Vasopressin challenge test,1
G-CSF therapy,1
Lung cyst removal,1
BRUISING,1
Burn operation,1
Congenital oral malformation,1
Blood thrombin decreased,1
COUGH SUPPRESSION,1
Hypothyroxinaemia in pregnancy,1
Urine iron,1
Laryngocele,1
Blepharorrhaphy,1
Catheter site phlebitis,1
APPLICATION SITE ITCHING,1
Left ventricular outflow tract gradient increased,1
LUMPECTOMY,1
Anastomotic haemorrhage,1
MULTIPLE SCLEROSIS RELAPSE PROPHYLAXIS,1
SEASONAL ALLERGIC RHINITIS,1
HYPERGLYCAEMIA,1
INTRA-UTERINE CONTRACEPTIVE DEVICE,1
ACCIDENTAL EXPOSURE TO PRODUCT BY CHILD,1
CARDIAC INFECTION,1
Lacrimal gland abscess,1
Dysphotopsia,1
Bone metabolism biochemical marker increased,1
Myringotomy,1
CARDIAC CATH,1
 MOOD DISORDER NOS,1
BACKACHE,1
Benign breast lump removal,1
Discoloured vomit,1
NECROTIZING PNEUMONIA,1
Negative pressure pulmonary oedema,1
Fulguration,1
Hydroxycorticosteroids urine abnormal,1
RETINAL DEGENERATION,1
Viral mutation identified,1
Homocysteine urine,1
 INTENTIONAL SELF-INJURY,1
GRAM-POSITIVE ROD INFECTION,1
HAEMOSTASIS,1
Right atrial enlargement,1
Hyper LDL cholesterolaemia,1
Exposure via grandmother,1
Pregnancy test positive,1
Haber's syndrome,1
Trypanosoma serology positive,1
G-CSF prophylaxis,1
Oral melanocytic naevus,1
Neonatal tetany,1
PARTIAL SEIZURES WITH SECONDARY GENERALIZATION,1
Conjunctival retraction,1
Cardiac ventriculogram right,1
ARTERIOSCLEROSIS,1
Quality of life scale,1
Clitoris abscess,1
Radioallergosorbent test positive,1
Placental necrosis,1
Ingrown eyelash removal,1
X-ray gastrointestinal tract abnormal,1
 MUMPS ORCHITIS,1
 CORONARY ATHEROSCLEROSIS,1
Neonatal pneumothorax,1
PERIANAL ABSCESS,1
Measles antibody,1
SPONDYLITIS,1
Oral cavity fistula,1
 ACROMEGALY,1
PML/RAR alpha expression,1
ACQUIRED IMMUNODEFICIENCY  SYNDROME,1
PAINFUL FEET,1
Pancreastatin decreased,1
Uterine cervix atrophy,1
HAEMORRHOIDS,1
HUNTINGTONS DISEASE,1
Skull X-ray,1
Polyclonal B-cell lymphocytosis,1
Device safety feature issue,1
Bile acids decreased,1
Arteriogram carotid normal,1
Self-consciousness,1
Tick removal,1
Photorejuvenation,1
MENINGITIS STAPHYLOCOCCAL,1
Cervical conisation,1
ARTHRITIS SEPTIC,1
Thalamic microhaemorrhage,1
 TWITCHING OF LIMBS,1
Depression rating scale score,1
 ACUTE BRONCHITIS,1
Cricopharyngeal myotomy,1
Cosmetic body piercing,1
Cortisol free urine abnormal,1
UROGENITAL DISORDER,1
Candida krusei infection,1
HYPOKALEMIA,1
Blood thrombin increased,1
Application site alopecia,1
Respiratory insufficiency,1
Orofacial dyskinesia,1
Acquired cardiac septal defect,1
Enlarged clitoris,1
Autophony,1
CORONARY ATHEROSCLEROSIS,1
Bone marrow eosinophilic leukocyte count increased,1
Branchio-oto-renal syndrome,1
Umbilical erythema,1
ROTATOR CUFF TEAR,1
Nasal cyst removal,1
TMJ syndrome,1
AUTOINFLAMMATORY DISEASE,1
  ENDOCARDITIS INFECTIVE,1
Choledochal cyst,1
Pseudo-Bartter syndrome,1
Campylobacter sepsis,1
Prurigo pigmentosa,1
Synovial fluid crystal,1
Esophageal mucositis,1
Fluid replacement NOS,1
Forced vital capacity,1
 BIRTH CONTROL PILL,1
Postimplantation syndrome,1
Bacterial infection NOS,1
Therapeutic product ineffective,1
Oculofacial paralysis,1
Radiation dysphagia,1
Fear of pregnancy,1
Inflammation localized,1
Breakthrough haemolysis,1
GBM,1
Congenital facial diplegia,1
 ARTHRITIS,1
Ischiatic hernia,1
Radiation myocarditis,1
Ectopic tooth,1
Epiglottic cyst,1
Echography abnormal,1
Transitional vertebrae,1
ELECTIVE SURGERY,1
IMPLANT SITE INFECTION,1
Prosopometamorphopsia,1
Abortion spontaneous incomplete,1
METHICILLIN-RESISTANT STAPHYLOCOCCAL AUREUS SEPSIS,1
Radiation hypothyroidism,1
CAROTID ENDARTERECTOMY,1
Somatic pain,1
Residual symptom,1
HEPATIC ENCEPHALOPATHY,1
Postmortem blood drug level abnormal,1
Orbit plastic repair,1
PERITONITIS BACTERIAL,1
Vaccine virus shedding,1
URINARY TRACT OBSTRUCTION,1
 FEVER,1
Intentional underdose,1
MET exon 14 skipping mutation,1
Man-in-the-barrel syndrome,1
Gangrenous balanitis,1
Effective peritoneal surface area increased,1
Gastric mucosal calcinosis,1
SEPTIC ARTHRITIS STAPHYLOCOCCAL,1
Ciliary hyperaemia,1
Swelling of nose,1
Testosterone deficiency syndrome,1
Radiation hepatitis,1
NASAL DISORDER NOS,1
GRAFT INFECTION,1
Framingham risk score,1
Abdominal wall mass,1
Maxillary sinus floor augmentation,1
Cervicitis trichomonal,1
SOFT TISSUE DISORDER,1
ACQUIRED IMMUNE DEFICIENCY SYNDROME,1
Omentectomy,1
Tendon transfer,1
Sugiura procedure,1
Drug delivery system removal,1
Bullous keratopathy,1
ENDOCARDITIS ENTEROCOCCAL,1
PROGRESSIVE MULTIPLE SCLEROSIS,1
Tympanic membrane hyperaemia,1
ACUTE DISSEMINATED ENCEPHALOMYELITIS,1
Wolcott-Rallison syndrome,1
NUCLEAR MAGNETIC RESONANCE IMAGING SPINAL CORD,1
Hemiparaesthesia,1
Forced vital capacity normal,1
URINARY TRACT  INFECTION,1
Mean platelet volume increased,1
MACROGLOBULINAEMIA,1
Acquired protein S deficiency,1
Aorticopulmonary septal defect,1
Isolated hepatic perfusion procedure,1
Atelectasis neonatal,1
Urinary sediment present,1
 DENTAL TREATMENT,1
Kidney duplex,1
PROGRESSION OF MULTIPLE SCLEROSIS,1
Pachygyria,1
Neovaginal stenosis,1
Post-traumatic osteoporosis,1
CSF pressure decreased,1
Injection site recall reaction,1
Endobronchial ultrasound,1
Biopsy tongue,1
Blood gonadotrophin,1
Globulins decreased,1
Atrioventricular node dysfunction,1
Urinary tract imaging abnormal,1
Tear break up time decreased,1
Vaginal enlargement,1
RHESUS PROPHYLAXIS,1
Cheilectomy,1
Alcoholic pseudo Cushing's syndrome,1
Portoenterostomy,1
POTASSIUM REPLACEMENT,1
Radiotherapy to blood,1
EMOTIONAL INSTABILITY,1
HEPATITIS  PROPHYLAXIS,1
Growth hormone abnormal,1
Calcitonin secretion disorder,1
Hyperplastic cholecystopathy,1
Papillary muscle infarction,1
TOENAIL DISCOLORATION,1
SYNDROME GUILLAIN-BARRE,1
CONGENITAL HYPOGAMMAGLOBULINEMIA,1
Nuclear magnetic resonance imaging liver abnormal,1
PROPHYLAXIS AGAINST HIV INFECTION,1
Computerised tomogram breast,1
Antimicrobial susceptibility test sensitive,1
Heart-lung transplant rejection,1
Anti factor XI antibody positive,1
Small-for-size liver syndrome,1
Renal hypertrophy,1
CSF white blood cell count increased,1
CSF volume decreased,1
Hydranencephaly,1
GENERAL BODY PAIN,1
TRICHOTILLOMANIA,1
Diabetic myonecrosis,1
Blood cadmium decreased,1
AFIBRINOGENEMIA,1
Neurotic depression,1
Cushing's disease,1
Mesenteric traction syndrome,1
Anterior chamber opacity,1
Purines decreased,1
Documented hypersensitivity to administered product,1
Inner ear infarction,1
PROCEDURAL HAEMORRHAGE,1
PAINFUL PERIODS,1
Malaria immunisation,1
Uterine necrosis,1
Oophoropexy,1
Ureterolysis procedure,1
Chromopertubation,1
Endometriosis surgical removal,1
Flatfoot reconstruction,1
Neuromuscular toxicity,1
Eruptive pseudoangiomatosis,1
GLYCEMIA CONTROL,1
HBV-DNA polymerase increased,1
Marital problem,1
Duodeno-jejunal bypass sleeve therapy,1
Acetonaemic vomiting,1
Genital blister,1
ASTHMATIC,1
Vessel puncture site anaesthesia,1
Therapeutic drug monitoring analysis incorrectly performed,1
ENDOSCOPY LARGE BOWEL,1
WET  MACULAR DEGENERATION,1
Fever neonatal,1
Heel fat pad syndrome,1
Crystal deposit intestine,1
Glucagon secretion disorder,1
Extensive swelling of vaccinated limb,1
Rheumatoid neutrophilic dermatosis,1
Deafness congenital,1
Product packaging difficult to open,1
Blood count normal,1
Injection site exfoliation,1
ANEMIC,1
HIV infection CDC Group IV subgroup A,1
BONE DENSITY ABNORMAL,1
Galectin-3 abnormal,1
EPIGASTRIC DISCOMFORT,1
Blount's disease,1
COLIC,1
Punctate basophilia,1
Bronchial arteriography,1
Von Willebrand's factor activity decreased,1
Congenital cerebrovascular anomaly,1
Stenotrophomonas test,1
Amniotic membrane rupture test positive,1
Activities of daily living assessment,1
Device mechanical issue,1
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,1
SPINAL COLUMN STENOSIS,1
Motor developmental delay,1
 BRONCHITIS,1
HELICOBACTER PYLORI PROPHYLAXIS,1
 DEPRESSIVE DISORDER,1
 TO FACILITATE INTUBATION,1
HYPERLIPOPROTEINAEMIA,1
PULMONARY DISORDER,1
Spontaneous ejaculation,1
Orocutaneous fistula,1
Basidiobolomycosis,1
MRI ANGIOGRAPHY,1
Dysdiadochokinesis,1
Intraocular pressure abnormal,1
Product counterfeit,1
Cyclitic membrane,1
RESUSCITATION,1
Jejunal ulcer perforation,1
Polycythemia,1
Chest wall rigidity,1
Intraocular pressure abnormal NOS,1
Pressure intraocular increased,1
MIDDLE CEREBRAL ARTERY INFARCT,1
Intelligence increased,1
VAGINAL DISCOMFORT,1
Tongue erythema,1
Hypopituitarism foetal,1
Electrocardiogram PR interval,1
Left-to-right cardiac shunt,1
Post intensive care syndrome,1
Angiotensin II increased,1
Gastric transposition,1
Diabetic encephalopathy,1
Epidural fibrosis,1
Cholinergic rebound syndrome,1
NEUROMUSCULAR BLOCKING THERAPY,1
Peripheral nerve hyperexcitability,1
Myocardial stunning,1
 BLOOD PRESSURE ABNORMAL,1
Anosognosia,1
Bone fistula,1
DEEP VEIN THROMBOSIS LEG,1
FLOPPY IRIS SYNDROME,1
Poor weight gain neonatal,1
Unhealthy lifestyle,1
VENTRICULAR EXTRASYSTOLES,1
TRICHOMONIASIS,1
Camptodactyly acquired,1
 FUNGAL SKIN INFECTION,1
"Blood 1,25-dihydroxycholecalciferol",1
IMMUNISATION,1
Neurologic neglect syndrome,1
Heart sounds,1
MULTIPLE SCLEROSIS FLARE,1
Stoma site rash,1
ANAEMIA MACROCYTIC,1
Intermittent positive pressure breathing,1
PERIPHERAL ARTERIAL  DISEASE,1
Blood group O,1
Idiopathic pancreatitis,1
NASAL POLYPECTOMY,1
Haemorrhagic gastroenteritis,1
Lactation normal,1
Mitral valve calcification,1
Drug metabolite level,1
B symptoms,1
 ANGIOGRAM,1
Rotator cuff injury of hip,1
Apgar score low,1
Vaccine positive rechallenge,1
CHEMICAL POISONING,1
DRUG TOXICITY,1
HIV infection CDC category B1,1
Uterine ischaemia,1
Health assessment questionnaire score,1
VASCULAR MALFORMATION PERIPHERAL,1
IMPACTED WISDOM TOOTH,1
Lack of spontaneous speech,1
DEEP VENOUS THROMBOSIS ARM,1
STAPHYLOCOCCAL CELLULITIS,1
HRD gene mutation assay,1
Right atrial pressure increased,1
OXYGEN SUPPLEMENTATION,1
Urinary tract infection NOS,1
NEPHROTOXICITY,1
Gut derived infection,1
Smear vaginal abnormal,1
Corticosteroid binding globulin normal,1
Electrocardiogram QRS complex,1
EROSIVE OSTEOARTHRITIS,1
Posterior segment of eye anomaly,1
Protein anabolism increased,1
Munchausen's syndrome,1
Visual field tests abnormal,1
Amenorrhoea-galactorrhoea syndrome,1
Overwork,1
SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,1
Vascular anomaly,1
Bowel obstruction surgery,1
Rheumatological examination,1
ANESTHESIA PROCEDURE,1
Vaccination site cellulitis,1
NIH stroke scale score increased,1
UPPER GASTROINTESTINAL HAEMORRHAGE,1
SYSTEMIC INFLAMMATORY  RESPONSE SYNDROME,1
Prophylaxis against atrial fibrillation,1
STAPHYLOCOCCAL ENDOCARDITIS,1
Infusion site vesicles,1
Haemorrhagic urticaria,1
Behavior disorder,1
Oral administration complication,1
Sphingomonas paucimobilis bacteraemia,1
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,1
CELLULITIS OF TOE,1
Incorrect product formulation administered,1
Ear and hearing disorder prophylaxis,1
JITTERINESS,1
PERIPHERAL VASCULAR DISEASE,1
Upper abdominal pain,1
Gas pain,1
Hantavirus pulmonary infection,1
INFECTION PSEUDOMONAS AERUGINOSA,1
HEPATIC FAILURE,1
FAMILIAL RISK FACTOR,1
  NECK PAIN,1
WITHDRAWAL SYNDROME,1
STAPHYLOCOCCUS EPIDERMIDIS INFECTION,1
 ABDOMINAL PAIN,1
 PSYCHOSIS,1
Lung entrapment,1
PNH clone increased,1
Antimyocardial antibody,1
Dexamethasone suppression test positive,1
Acute necrotising encephalopathy,1
